landuse	x.axis	y.axis	S_Series	Sam_Dist	type	Sam_Depth	Latitude	Longitude	Elevation	gravimetric	bd	Total_N	Total_C 	OM	C_N	Lat	Long	Elev2	Code_x.y	
Agriculture	135	285	PeoC	15	N3	(0-15)			NA	0.18	1.45	0.45	4.13	7.13	9.16				PeoC-K15	PeoC-K15
Agriculture	165	255	PeoC	15	N3	(0-15)			NA	0.27	1.42	0.39	3.43	5.91	8.76				PeoC-K15	PeoC-K15
Agriculture	165	285	PeoC	15	N3	(0-15)			NA	0.27	1.42	0.43	3.96	6.82	9.11				PeoC-K15	PeoC-K15
Agriculture	90	105	PenB	15	N1	(0-15)			NA	0.28	1.4	0.33	2.91	5.01	8.84				PenB-R15	PenB-R15
Agriculture	90	120	PenB	15	N1	(0-15)			NA	0.24	1.41	0.25	2.13	3.67	8.52				PenB-R15	PenB-R15
Agriculture	105	105	PenB	15	N1	(0-15)			NA	0.27	1.45	0.3	2.55	4.4	8.6				PenB-R15	PenB-R15
Agriculture	105	135	PenB	15	N1	(0-15)			NA	0.24	1.52	0.43	3.63	6.26	8.53				PenB-R15	PenB-R15
Agriculture	120	120	PenB	15	N1	(0-15)			NA	0.24	1.44	0.4	3.38	5.82	8.35				PenB-R15	PenB-R15
Agriculture	240	45	PenB	15	N2	(0-15)			NA	0.27	1.21	0.38	3.29	5.67	8.58				PenB-P15	PenB-P15
Agriculture	240	75	PenB	15	N2	(0-15)			NA	0.18	1.41	0.07	0.19	0.32	2.64				PenB-P15	PenB-P15
Agriculture	255	45	PenB	15	N2	(0-15)			NA	0.21	1.46	0.37	3.15	5.43	8.58				PenB-P15	PenB-P15
Agriculture	255	75	PenB	15	N2	(0-15)			NA	0.17	1.57	0.3	2.56	4.41	8.5				PenB-P15	PenB-P15
Agriculture	270	60	PenB	15	N2	(0-15)			NA	0.25	1.43	0.37	3.45	5.95	9.36				PenB-P15	PenB-P15
Agriculture	270	75	PenB	15	N2	(0-15)			NA	0.26	1.48	0.28	2.32	4	8.33				PenB-P15	PenB-P15
Agriculture	149	390	PeoC	30	Grid	(0-15)	40.54600° N	74.66411° W	-7.9993	0.27	1.44	0.12	1.27	2.19	10.7	40.54600° N	74.66411° W	-33.438	T1 / B-390	
Agriculture	149	360	PeoC	30	Grid	(0-15)	40.54576° N	74.66464° W	-7.7508	0.32	1.17	0.14	1.34	2.31	9.9	40.54576° N	74.66464° W	-33.4392	S4 / B-360	
Agriculture	149	420	PeoC	30	Grid	(0-15)	40.54623° N	74.66464° W	-10.1986	0.34	1.41	0.26	2.77	4.78	10.6	40.54623° N	74.66464° W	-33.4389	S4 / C-420	
Agriculture	149.5	420	PeoC	30	Grid	(0-15)	40.54623° N	74.66428° W	-9.4368	0.29	1.44	0.32	3.23	5.57	10.2	40.54623° N	74.66428° W	-33.4382	S6 / C-420	
Agriculture	149.5	240	PeoC	30	Grid	(0-15)	40.54483° N	74.66712° W	-5.3327	0.24	1.34	0.3	3.13	5.4	10.4	40.54483° N	74.66712° W	-33.4447	Q2 / B-240	
Agriculture	150	210	PeoC	30	Grid	(0-15)	40.54460° N	74.66659° W	-5.0833	0.16	1.57	0.17	1.83	3.15	10.6	40.54460° N	74.66659° W	-33.4438	Q5 / B-210	
Agriculture	150	210	PeoC	30	Grid	(0-15)	40.54460° N	74.66624° W	-4.3607	0.22	1.54	0.17	1.68	2.89	10.1	40.54460° N	74.66624° W	-33.4431	R2 / B-210	
Agriculture	150	540	PeoC	30	Grid	(0-15)	40.54716° N	74.66286° W	-10.7126	0.36	1.19	0.29	3.11	5.36	10.8	40.54716° N	74.66286° W	-33.4348	U1 / C-540	
Agriculture	150.5	210	PeoC	30	Grid	(0-15)	40.54460° N	74.66553° W	-4.2776	0.19	1.34	0.21	2.27	3.91	10.9	40.54460° N	74.66553° W	-33.4417	R6 / B-210	
Agriculture	150.5	270	PeoC	30	Grid	(0-15)	40.54507° N	74.66624° W	-6.4126	0.26	1.48	0.15	1.48	2.54	10.1	40.54507° N	74.66624° W	-33.4428	R2 / B-270	
